,date,product_detail,product_category,product_type,revenue
7019,2023-04-17,Serenity Green Tea Lg,Tea,Brewed Green tea,60.0
7020,2023-04-17,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,52.7
7021,2023-04-17,Oatmeal Scone,Bakery,Scone,30.0
7022,2023-04-17,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,55.8
7023,2023-04-17,Serenity Green Tea Rg,Tea,Brewed Green tea,55.0
7024,2023-04-17,I Need My Bean! Diner mug,Branded,Housewares,36.0
7025,2023-04-17,Chocolate syrup,Flavours,Regular syrup,18.4
7026,2023-04-17,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,24.5
7027,2023-04-17,Brazilian Lg,Coffee,Organic brewed coffee,84.0
7028,2023-04-17,Earl Grey Rg,Tea,Brewed Black tea,60.0
7029,2023-04-17,Traditional Blend Chai Lg,Tea,Brewed Chai tea,69.0
7030,2023-04-17,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,56.25
7031,2023-04-17,Our Old Time Diner Blend Rg,Coffee,Drip coffee,80.0
7032,2023-04-17,Our Old Time Diner Blend Lg,Coffee,Drip coffee,90.0
7033,2023-04-17,Lemon Grass Rg,Tea,Brewed herbal tea,35.0
7034,2023-04-17,Brazilian - Organic,Coffee beans,Organic Beans,18.0
7035,2023-04-17,I Need My Bean! T-shirt,Branded,Clothing,56.0
7036,2023-04-17,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,139.5
7037,2023-04-17,Our Old Time Diner Blend,Coffee beans,House blend Beans,18.0
7038,2023-04-17,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,32.0
7039,2023-04-17,Jumbo Savory Scone,Bakery,Scone,32.83
7040,2023-04-18,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,109.25
7041,2023-04-18,English Breakfast,Loose Tea,Black tea,8.95
7042,2023-04-18,Chocolate syrup,Flavours,Regular syrup,28.0
7043,2023-04-18,Dark chocolate,Packaged Chocolate,Drinking Chocolate,6.4
7044,2023-04-18,Carmel syrup,Flavours,Regular syrup,8.0
7045,2023-04-18,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,71.3
7046,2023-04-18,Earl Grey Lg,Tea,Brewed Black tea,78.0
7047,2023-04-18,English Breakfast Rg,Tea,Brewed Black tea,50.0
7048,2023-04-18,Cappuccino Lg,Coffee,Barista Espresso,68.0
7049,2023-04-18,Lemon Grass,Loose Tea,Herbal tea,26.85
7050,2023-04-18,Lemon Grass Lg,Tea,Brewed herbal tea,75.0
7051,2023-04-18,Earl Grey,Loose Tea,Black tea,35.8
7052,2023-04-18,Serenity Green Tea Lg,Tea,Brewed Green tea,57.0
7053,2023-04-18,Columbian Medium Roast,Coffee beans,Gourmet Beans,45.0
7054,2023-04-18,Almond Croissant,Bakery,Pastry,48.75
7055,2023-04-18,Cranberry Scone,Bakery,Scone,60.9
7056,2023-04-18,Jamacian Coffee River,Coffee beans,Premium Beans,19.75
7057,2023-04-18,Brazilian Rg,Coffee,Organic brewed coffee,84.0
7058,2023-04-18,Serenity Green Tea Rg,Tea,Brewed Green tea,77.5
7059,2023-04-18,English Breakfast Lg,Tea,Brewed Black tea,84.0
7060,2023-04-18,Oatmeal Scone,Bakery,Scone,42.0
7061,2023-04-18,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,108.75
7062,2023-04-18,Our Old Time Diner Blend Rg,Coffee,Drip coffee,32.5
7063,2023-04-18,Guatemalan Sustainably Grown,Coffee beans,Green beans,20.0
7064,2023-04-18,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,104.0
7065,2023-04-18,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,112.5
7066,2023-04-18,I Need My Bean! Latte cup,Branded,Housewares,84.0
7067,2023-04-18,Organic Decaf Blend,Coffee beans,Organic Beans,45.0
7068,2023-04-18,Peppermint,Loose Tea,Herbal tea,26.85
7069,2023-04-18,Peppermint Lg,Tea,Brewed herbal tea,45.0
7070,2023-04-18,Civet Cat,Coffee beans,Premium Beans,90.0
7071,2023-04-18,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
7072,2023-04-18,Chili Mayan,Packaged Chocolate,Drinking Chocolate,53.32
7073,2023-04-18,Latte,Coffee,Barista Espresso,86.25
7074,2023-04-18,Lemon Grass Rg,Tea,Brewed herbal tea,80.0
7075,2023-04-18,Ginger Scone,Bakery,Scone,60.9
7076,2023-04-18,Chocolate Croissant,Bakery,Pastry,37.5
7077,2023-04-18,Latte Rg,Coffee,Barista Espresso,123.25
7078,2023-04-18,Scottish Cream Scone ,Bakery,Scone,63.0
7079,2023-04-18,Morning Sunrise Chai,Loose Tea,Chai tea,19.0
7080,2023-04-18,Our Old Time Diner Blend Lg,Coffee,Drip coffee,33.0
7081,2023-04-18,Our Old Time Diner Blend,Coffee beans,House blend Beans,54.0
7082,2023-04-18,Espresso Roast,Coffee beans,Espresso Beans,14.75
7083,2023-04-18,I Need My Bean! T-shirt,Branded,Clothing,28.0
7084,2023-04-18,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,89.9
7085,2023-04-18,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,43.35
7086,2023-04-18,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,112.5
7087,2023-04-18,Brazilian Sm,Coffee,Organic brewed coffee,63.8
7088,2023-04-18,Hazelnut syrup,Flavours,Regular syrup,17.6
7089,2023-04-18,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,90.0
7090,2023-04-18,Brazilian Lg,Coffee,Organic brewed coffee,105.0
7091,2023-04-18,I Need My Bean! Diner mug,Branded,Housewares,48.0
7092,2023-04-18,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,87.0
7093,2023-04-18,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,47.5
7094,2023-04-18,Cappuccino,Coffee,Barista Espresso,82.5
7095,2023-04-18,Ethiopia,Coffee beans,Gourmet Beans,21.0
7096,2023-04-18,Peppermint Rg,Tea,Brewed herbal tea,55.0
7097,2023-04-18,Espresso shot,Coffee,Barista Espresso,72.0
7098,2023-04-18,Traditional Blend Chai,Loose Tea,Chai tea,8.95
7099,2023-04-18,Hazelnut Biscotti,Bakery,Biscotti,29.25
7100,2023-04-18,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,53.9
7101,2023-04-18,Ethiopia Lg,Coffee,Gourmet brewed coffee,91.0
7102,2023-04-18,Ethiopia Rg,Coffee,Gourmet brewed coffee,66.0
7103,2023-04-18,Earl Grey Rg,Tea,Brewed Black tea,52.5
7104,2023-04-18,Jumbo Savory Scone,Bakery,Scone,32.83
7105,2023-04-18,Traditional Blend Chai Rg,Tea,Brewed Chai tea,55.0
7106,2023-04-18,Primo Espresso Roast,Coffee beans,Espresso Beans,40.9
7107,2023-04-18,Our Old Time Diner Blend Sm,Coffee,Drip coffee,38.0
7108,2023-04-18,Ethiopia Sm,Coffee,Gourmet brewed coffee,66.0
7109,2023-04-18,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,60.0
7110,2023-04-18,Croissant,Bakery,Pastry,38.5
7111,2023-04-18,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,38.0
7112,2023-04-18,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,63.0
7113,2023-04-18,Ouro Brasileiro shot,Coffee,Barista Espresso,72.0
7114,2023-04-18,Traditional Blend Chai Lg,Tea,Brewed Chai tea,90.0
7115,2023-04-18,Brazilian - Organic,Coffee beans,Organic Beans,36.0
7116,2023-04-18,Chocolate Chip Biscotti,Bakery,Biscotti,35.0
7117,2023-04-18,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,23.2
7118,2023-04-18,Ginger Biscotti,Bakery,Biscotti,56.94
7119,2023-04-19,Ethiopia,Coffee beans,Gourmet Beans,84.0
7120,2023-04-19,Ginger Biscotti,Bakery,Biscotti,43.8
7121,2023-04-19,Traditional Blend Chai Rg,Tea,Brewed Chai tea,65.0
7122,2023-04-19,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,86.8
7123,2023-04-19,Civet Cat,Coffee beans,Premium Beans,90.0
7124,2023-04-19,Columbian Medium Roast,Coffee beans,Gourmet Beans,15.0
7125,2023-04-19,Lemon Grass Lg,Tea,Brewed herbal tea,60.0
7126,2023-04-19,Espresso Roast,Coffee beans,Espresso Beans,44.25
7127,2023-04-19,English Breakfast,Loose Tea,Black tea,8.95
7128,2023-04-19,Serenity Green Tea Lg,Tea,Brewed Green tea,81.0
7129,2023-04-19,Cappuccino Lg,Coffee,Barista Espresso,106.25
7130,2023-04-19,Primo Espresso Roast,Coffee beans,Espresso Beans,40.9
7131,2023-04-19,Oatmeal Scone,Bakery,Scone,12.0
7132,2023-04-19,Serenity Green Tea,Loose Tea,Green tea,27.75
7133,2023-04-19,Organic Decaf Blend,Coffee beans,Organic Beans,45.0
7134,2023-04-19,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,90.0
7135,2023-04-19,Cranberry Scone,Bakery,Scone,44.66
7136,2023-04-19,Peppermint Rg,Tea,Brewed herbal tea,82.5
7137,2023-04-19,Peppermint,Loose Tea,Herbal tea,8.95
7138,2023-04-19,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
7139,2023-04-19,Brazilian Rg,Coffee,Organic brewed coffee,75.0
7140,2023-04-19,I Need My Bean! Latte cup,Branded,Housewares,98.0
7141,2023-04-19,Serenity Green Tea Rg,Tea,Brewed Green tea,42.5
7142,2023-04-19,English Breakfast Lg,Tea,Brewed Black tea,54.0
7143,2023-04-19,English Breakfast Rg,Tea,Brewed Black tea,52.5
7144,2023-04-19,Traditional Blend Chai Lg,Tea,Brewed Chai tea,51.0
7145,2023-04-19,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,46.55
7146,2023-04-19,Brazilian Lg,Coffee,Organic brewed coffee,105.0
7147,2023-04-19,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,17.6
7148,2023-04-19,Ginger Scone,Bakery,Scone,77.14
7149,2023-04-19,Cappuccino,Coffee,Barista Espresso,112.5
7150,2023-04-19,Scottish Cream Scone ,Bakery,Scone,45.0
7151,2023-04-19,Lemon Grass Rg,Tea,Brewed herbal tea,57.5
7152,2023-04-19,Chocolate Croissant,Bakery,Pastry,45.0
7153,2023-04-19,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,67.5
7154,2023-04-19,Our Old Time Diner Blend Rg,Coffee,Drip coffee,50.0
7155,2023-04-19,Ethiopia Rg,Coffee,Gourmet brewed coffee,102.0
7156,2023-04-19,Jumbo Savory Scone,Bakery,Scone,70.35
7157,2023-04-19,Ethiopia Sm,Coffee,Gourmet brewed coffee,57.2
7158,2023-04-19,Chocolate Chip Biscotti,Bakery,Biscotti,73.5
7159,2023-04-19,Almond Croissant,Bakery,Pastry,37.5
7160,2023-04-19,Jamacian Coffee River,Coffee beans,Premium Beans,19.75
7161,2023-04-19,Latte Rg,Coffee,Barista Espresso,80.75
7162,2023-04-19,Hazelnut Biscotti,Bakery,Biscotti,48.75
7163,2023-04-19,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,49.0
7164,2023-04-19,Ouro Brasileiro shot,Coffee,Barista Espresso,60.0
7165,2023-04-19,Our Old Time Diner Blend,Coffee beans,House blend Beans,36.0
7166,2023-04-19,Our Old Time Diner Blend Sm,Coffee,Drip coffee,44.0
7167,2023-04-19,Peppermint Lg,Tea,Brewed herbal tea,111.0
7168,2023-04-19,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,69.0
7169,2023-04-19,Chocolate syrup,Flavours,Regular syrup,18.4
7170,2023-04-19,Carmel syrup,Flavours,Regular syrup,20.0
7171,2023-04-19,Espresso shot,Coffee,Barista Espresso,66.0
7172,2023-04-19,Latte,Coffee,Barista Espresso,56.25
7173,2023-04-19,Earl Grey Rg,Tea,Brewed Black tea,32.5
7174,2023-04-19,Hazelnut syrup,Flavours,Regular syrup,16.0
7175,2023-04-19,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,66.0
7176,2023-04-19,Chili Mayan,Packaged Chocolate,Drinking Chocolate,26.66
7177,2023-04-19,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,86.8
7178,2023-04-19,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,108.75
7179,2023-04-19,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,96.0
7180,2023-04-19,Guatemalan Sustainably Grown,Coffee beans,Green beans,40.0
7181,2023-04-19,Ethiopia Lg,Coffee,Gourmet brewed coffee,70.0
7182,2023-04-19,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,121.5
7183,2023-04-19,Croissant,Bakery,Pastry,42.0
7184,2023-04-19,I Need My Bean! T-shirt,Branded,Clothing,56.0
7185,2023-04-19,Brazilian - Organic,Coffee beans,Organic Beans,54.0
7186,2023-04-19,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,87.5
7187,2023-04-19,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,71.4
7188,2023-04-19,Earl Grey Lg,Tea,Brewed Black tea,96.0
7189,2023-04-19,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,95.0
7190,2023-04-19,Our Old Time Diner Blend Lg,Coffee,Drip coffee,90.0
7191,2023-04-19,Brazilian Sm,Coffee,Organic brewed coffee,37.4
7192,2023-04-19,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,15.2
7193,2023-04-20,Chili Mayan,Packaged Chocolate,Drinking Chocolate,13.33
7194,2023-04-20,Brazilian Lg,Coffee,Organic brewed coffee,38.5
7195,2023-04-20,Brazilian Sm,Coffee,Organic brewed coffee,55.0
7196,2023-04-20,Earl Grey Lg,Tea,Brewed Black tea,57.0
7197,2023-04-20,Jamacian Coffee River,Coffee beans,Premium Beans,19.75
7198,2023-04-20,Traditional Blend Chai,Loose Tea,Chai tea,8.95
7199,2023-04-20,Dark chocolate,Packaged Chocolate,Drinking Chocolate,6.4
7200,2023-04-20,I Need My Bean! Latte cup,Branded,Housewares,56.0
7201,2023-04-20,Cranberry Scone,Bakery,Scone,69.02
7202,2023-04-20,Chocolate Chip Biscotti,Bakery,Biscotti,49.0
7203,2023-04-20,Serenity Green Tea Lg,Tea,Brewed Green tea,63.0
7204,2023-04-20,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,15.2
7205,2023-04-20,Ethiopia Sm,Coffee,Gourmet brewed coffee,39.6
7206,2023-04-20,Ginger Scone,Bakery,Scone,101.5
7207,2023-04-20,Cappuccino Lg,Coffee,Barista Espresso,93.5
7208,2023-04-20,Lemon Grass Lg,Tea,Brewed herbal tea,72.0
7209,2023-04-20,Ouro Brasileiro shot,Coffee,Barista Espresso,96.0
7210,2023-04-20,Chocolate syrup,Flavours,Regular syrup,24.0
7211,2023-04-20,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,66.5
7212,2023-04-20,Serenity Green Tea Rg,Tea,Brewed Green tea,75.0
7213,2023-04-20,Latte,Coffee,Barista Espresso,93.75
7214,2023-04-20,Our Old Time Diner Blend,Coffee beans,House blend Beans,54.0
7215,2023-04-20,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,112.5
7216,2023-04-20,Scottish Cream Scone ,Bakery,Scone,63.0
7217,2023-04-20,Jumbo Savory Scone,Bakery,Scone,65.66
7218,2023-04-20,English Breakfast Lg,Tea,Brewed Black tea,30.0
7219,2023-04-20,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,90.0
7220,2023-04-20,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,78.0
7221,2023-04-20,Organic Decaf Blend,Coffee beans,Organic Beans,112.5
7222,2023-04-20,Brazilian Rg,Coffee,Organic brewed coffee,60.0
7223,2023-04-20,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,80.0
7224,2023-04-20,Espresso shot,Coffee,Barista Espresso,69.0
7225,2023-04-20,Latte Rg,Coffee,Barista Espresso,68.0
7226,2023-04-20,Ethiopia Rg,Coffee,Gourmet brewed coffee,48.0
7227,2023-04-20,Traditional Blend Chai Lg,Tea,Brewed Chai tea,69.0
7228,2023-04-20,Peppermint Rg,Tea,Brewed herbal tea,95.0
7229,2023-04-20,Croissant,Bakery,Pastry,59.5
7230,2023-04-20,Our Old Time Diner Blend Rg,Coffee,Drip coffee,52.5
7231,2023-04-20,English Breakfast Rg,Tea,Brewed Black tea,47.5
7232,2023-04-20,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,25.5
7233,2023-04-20,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
7234,2023-04-20,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,19.6
7235,2023-04-20,Earl Grey Rg,Tea,Brewed Black tea,45.0
7236,2023-04-20,Traditional Blend Chai Rg,Tea,Brewed Chai tea,67.5
7237,2023-04-20,Hazelnut syrup,Flavours,Regular syrup,14.4
7238,2023-04-20,Chocolate Croissant,Bakery,Pastry,60.0
7239,2023-04-20,Columbian Medium Roast,Coffee beans,Gourmet Beans,15.0
7240,2023-04-20,Peppermint,Loose Tea,Herbal tea,17.9
7241,2023-04-20,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
7242,2023-04-20,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,42.0
7243,2023-04-20,Brazilian - Organic,Coffee beans,Organic Beans,18.0
7244,2023-04-20,Cappuccino,Coffee,Barista Espresso,71.25
7245,2023-04-20,Morning Sunrise Chai,Loose Tea,Chai tea,9.5
7246,2023-04-20,Our Old Time Diner Blend Lg,Coffee,Drip coffee,48.0
7247,2023-04-20,Our Old Time Diner Blend Sm,Coffee,Drip coffee,54.0
7248,2023-04-20,Ginger Biscotti,Bakery,Biscotti,74.46
7249,2023-04-20,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,37.2
7250,2023-04-20,Ethiopia Lg,Coffee,Gourmet brewed coffee,66.5
7251,2023-04-20,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,114.0
7252,2023-04-20,Lemon Grass,Loose Tea,Herbal tea,26.85
7253,2023-04-20,Serenity Green Tea,Loose Tea,Green tea,37.0
7254,2023-04-20,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,42.5
7255,2023-04-20,Peppermint Lg,Tea,Brewed herbal tea,99.0
7256,2023-04-20,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,58.9
7257,2023-04-20,Lemon Grass Rg,Tea,Brewed herbal tea,62.5
7258,2023-04-20,Hazelnut Biscotti,Bakery,Biscotti,32.5
7259,2023-04-20,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,22.8
7260,2023-04-20,Civet Cat,Coffee beans,Premium Beans,135.0
7261,2023-04-20,I Need My Bean! Diner mug,Branded,Housewares,24.0
7262,2023-04-20,Oatmeal Scone,Bakery,Scone,33.0
7263,2023-04-20,Almond Croissant,Bakery,Pastry,60.0
7264,2023-04-20,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,64.0
7265,2023-04-20,Carmel syrup,Flavours,Regular syrup,22.4
7266,2023-04-20,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,81.0
7267,2023-04-21,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,40.0
7268,2023-04-21,Organic Decaf Blend,Coffee beans,Organic Beans,22.5
7269,2023-04-21,Lemon Grass Rg,Tea,Brewed herbal tea,57.5
7270,2023-04-21,Espresso shot,Coffee,Barista Espresso,36.0
7271,2023-04-21,Jumbo Savory Scone,Bakery,Scone,65.66
7272,2023-04-21,Ethiopia Sm,Coffee,Gourmet brewed coffee,44.0
7273,2023-04-21,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,77.5
7274,2023-04-21,Our Old Time Diner Blend Sm,Coffee,Drip coffee,48.0
7275,2023-04-21,Espresso Roast,Coffee beans,Espresso Beans,14.75
7276,2023-04-21,English Breakfast Rg,Tea,Brewed Black tea,57.5
7277,2023-04-21,Morning Sunrise Chai,Loose Tea,Chai tea,9.5
7278,2023-04-21,Columbian Medium Roast,Coffee beans,Gourmet Beans,30.0
7279,2023-04-21,Serenity Green Tea Rg,Tea,Brewed Green tea,90.0
7280,2023-04-21,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,67.5
7281,2023-04-21,Cappuccino Lg,Coffee,Barista Espresso,93.5
7282,2023-04-21,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,86.7
7283,2023-04-21,Earl Grey Rg,Tea,Brewed Black tea,37.5
7284,2023-04-21,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,52.5
7285,2023-04-21,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,22.8
7286,2023-04-21,Carmel syrup,Flavours,Regular syrup,19.2
7287,2023-04-21,Croissant,Bakery,Pastry,52.5
7288,2023-04-21,Hazelnut Biscotti,Bakery,Biscotti,39.0
7289,2023-04-21,Chili Mayan,Packaged Chocolate,Drinking Chocolate,13.33
7290,2023-04-21,Hazelnut syrup,Flavours,Regular syrup,23.2
7291,2023-04-21,Earl Grey Lg,Tea,Brewed Black tea,60.0
7292,2023-04-21,Peppermint Rg,Tea,Brewed herbal tea,72.5
7293,2023-04-21,Ethiopia Rg,Coffee,Gourmet brewed coffee,54.0
7294,2023-04-21,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,60.0
7295,2023-04-21,Guatemalan Sustainably Grown,Coffee beans,Green beans,10.0
7296,2023-04-21,Almond Croissant,Bakery,Pastry,37.5
7297,2023-04-21,Cappuccino,Coffee,Barista Espresso,90.0
7298,2023-04-21,Cranberry Scone,Bakery,Scone,16.24
7299,2023-04-21,Latte Rg,Coffee,Barista Espresso,72.25
7300,2023-04-21,Peppermint Lg,Tea,Brewed herbal tea,72.0
7301,2023-04-21,Chocolate Chip Biscotti,Bakery,Biscotti,21.0
7302,2023-04-21,Our Old Time Diner Blend Lg,Coffee,Drip coffee,87.0
7303,2023-04-21,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,81.0
7304,2023-04-21,I Need My Bean! Latte cup,Branded,Housewares,28.0
7305,2023-04-21,Ginger Biscotti,Bakery,Biscotti,43.8
7306,2023-04-21,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,144.0
7307,2023-04-21,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,137.75
7308,2023-04-21,Serenity Green Tea,Loose Tea,Green tea,18.5
7309,2023-04-21,Lemon Grass Lg,Tea,Brewed herbal tea,63.0
7310,2023-04-21,I Need My Bean! T-shirt,Branded,Clothing,112.0
7311,2023-04-21,Serenity Green Tea Lg,Tea,Brewed Green tea,69.0
7312,2023-04-21,Brazilian Sm,Coffee,Organic brewed coffee,37.4
7313,2023-04-21,Oatmeal Scone,Bakery,Scone,24.0
7314,2023-04-21,Traditional Blend Chai Rg,Tea,Brewed Chai tea,50.0
7315,2023-04-21,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
7316,2023-04-21,Chocolate syrup,Flavours,Regular syrup,20.8
7317,2023-04-21,Latte,Coffee,Barista Espresso,101.25
7318,2023-04-21,Scottish Cream Scone ,Bakery,Scone,31.5
7319,2023-04-21,Ethiopia,Coffee beans,Gourmet Beans,42.0
7320,2023-04-21,I Need My Bean! Diner mug,Branded,Housewares,36.0
7321,2023-04-21,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,12.0
7322,2023-04-21,Traditional Blend Chai Lg,Tea,Brewed Chai tea,57.0
7323,2023-04-21,Jamacian Coffee River,Coffee beans,Premium Beans,59.25
7324,2023-04-21,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,52.5
7325,2023-04-21,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,37.2
7326,2023-04-21,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,24.5
7327,2023-04-21,Brazilian Lg,Coffee,Organic brewed coffee,119.0
7328,2023-04-21,Ouro Brasileiro shot,Coffee,Barista Espresso,78.0
7329,2023-04-21,Ethiopia Lg,Coffee,Gourmet brewed coffee,56.0
7330,2023-04-21,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,58.8
7331,2023-04-21,Our Old Time Diner Blend,Coffee beans,House blend Beans,72.0
7332,2023-04-21,Brazilian Rg,Coffee,Organic brewed coffee,81.0
7333,2023-04-21,English Breakfast,Loose Tea,Black tea,26.85
7334,2023-04-21,Ginger Scone,Bakery,Scone,129.92
7335,2023-04-21,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,136.0
7336,2023-04-21,English Breakfast Lg,Tea,Brewed Black tea,60.0
7337,2023-04-21,Our Old Time Diner Blend Rg,Coffee,Drip coffee,80.0
7338,2023-04-21,Civet Cat,Coffee beans,Premium Beans,45.0
7339,2023-04-21,Chocolate Croissant,Bakery,Pastry,75.0
7340,2023-04-22,Lemon Grass Lg,Tea,Brewed herbal tea,51.0
7341,2023-04-22,Traditional Blend Chai Rg,Tea,Brewed Chai tea,57.5
7342,2023-04-22,Guatemalan Sustainably Grown,Coffee beans,Green beans,20.0
7343,2023-04-22,Ethiopia Sm,Coffee,Gourmet brewed coffee,72.6
7344,2023-04-22,Scottish Cream Scone ,Bakery,Scone,40.5
7345,2023-04-22,Hazelnut syrup,Flavours,Regular syrup,13.6
7346,2023-04-22,Serenity Green Tea Lg,Tea,Brewed Green tea,66.0
7347,2023-04-22,Serenity Green Tea Rg,Tea,Brewed Green tea,70.0
7348,2023-04-22,Our Old Time Diner Blend,Coffee beans,House blend Beans,18.0
7349,2023-04-22,Carmel syrup,Flavours,Regular syrup,10.4
7350,2023-04-22,Serenity Green Tea,Loose Tea,Green tea,9.25
7351,2023-04-22,I Need My Bean! Diner mug,Branded,Housewares,12.0
7352,2023-04-22,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,90.25
7353,2023-04-22,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
7354,2023-04-22,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,67.5
7355,2023-04-22,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,108.5
7356,2023-04-22,Lemon Grass Rg,Tea,Brewed herbal tea,55.0
7357,2023-04-22,English Breakfast Rg,Tea,Brewed Black tea,70.0
7358,2023-04-22,Brazilian - Organic,Coffee beans,Organic Beans,54.0
7359,2023-04-22,Peppermint Lg,Tea,Brewed herbal tea,90.0
7360,2023-04-22,I Need My Bean! Latte cup,Branded,Housewares,14.0
7361,2023-04-22,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
7362,2023-04-22,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,7.6
7363,2023-04-22,Organic Decaf Blend,Coffee beans,Organic Beans,22.5
7364,2023-04-22,English Breakfast Lg,Tea,Brewed Black tea,69.0
7365,2023-04-22,Brazilian Sm,Coffee,Organic brewed coffee,48.4
7366,2023-04-22,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,47.5
7367,2023-04-22,Our Old Time Diner Blend Sm,Coffee,Drip coffee,66.0
7368,2023-04-22,Cappuccino,Coffee,Barista Espresso,78.75
7369,2023-04-22,Chocolate syrup,Flavours,Regular syrup,4.8
7370,2023-04-22,Ethiopia Rg,Coffee,Gourmet brewed coffee,69.0
7371,2023-04-22,Chocolate Croissant,Bakery,Pastry,37.5
7372,2023-04-22,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,121.5
7373,2023-04-22,Almond Croissant,Bakery,Pastry,56.25
7374,2023-04-22,Cranberry Scone,Bakery,Scone,52.78
7375,2023-04-22,Cappuccino Lg,Coffee,Barista Espresso,102.0
7376,2023-04-22,Earl Grey Lg,Tea,Brewed Black tea,90.0
7377,2023-04-22,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,64.0
